Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Risk pre-control mechanism of mines based on evidence-based safety management and safety big data,Environmental Science and Pollution Research,,,,10.1007/s11356-023-30204-5,Jiachuang WangJiang Guo,2023,https://link.springer.com/article/10.1007/s11356-023-30204-5,Article
Big data resolving using Apache Spark for load forecasting and demand response in smart grid: a case study of Low Carbon London Project,Journal of Big Data,,,,10.1186/s40537-024-00909-6,Hussien Ali El-Sayed AliM. H. AlhamDoaa Khalil Ibrahim,2024,https://link.springer.com/article/10.1186/s40537-024-00909-6,Article
"Cloud Computing, Big Data &amp; Emerging Topics",Communications in Computer and Information Science,,,,10.1007/978-3-031-40942-4,Marcelo NaioufEnzo RucciFranco ChichizolaLaura De Giusti,2023,https://link.springer.com/book/10.1007/978-3-031-40942-4,Conference proceedings
"Big Data, Cloud Computing, and Blockchain Technology",Multichannel Marketing,,,,10.1007/978-3-658-44675-8_14,Bernd W. Wirtz,2024,https://link.springer.com/chapter/10.1007/978-3-658-44675-8_14,Chapter
Employing Big Data Analytics’ Lifecycle in Money Laundering Detection,Proceedings of Eighth International Congress on Information and Communication Technology,,,,10.1007/978-981-99-3043-2_62,Mohammed ElastalMohammad H. AllaymounZainab Abdulhusain JasimTasnim Khaled Elbastawisy,2024,https://link.springer.com/chapter/10.1007/978-981-99-3043-2_62,Conference paper
Privacy-Preserving AI: A Comprehensive Approach to Big Data Security,Advances in Information Communication Technology and Computing,,,,10.1007/978-981-97-6106-7_37,Kartikey RaoAnanya GuptaPraveen AroraSuman Madan,2025,https://link.springer.com/chapter/10.1007/978-981-97-6106-7_37,Conference paper
Role of Big Data Analytics in Intelligent Agriculture,Computational Intelligence in Internet of Agricultural Things,,,,10.1007/978-3-031-67450-1_2,M. AbinayaG. VadivuA. PrasanthG. Dhivyasri,2024,https://link.springer.com/chapter/10.1007/978-3-031-67450-1_2,Chapter
Key issues and progress of industrial big data-based intelligent blast furnace ironmaking technology,"International Journal of Minerals, Metallurgy and Materials",,,,10.1007/s12613-023-2636-3,Quan ShiJue TangMansheng Chu,2023,https://link.springer.com/article/10.1007/s12613-023-2636-3,Article
To study the impact of COVID-19 on the epidemiological characteristics of allergic rhinitis based on local big data in China,Scientific Reports,,,,10.1038/s41598-024-76252-w,Ruru TianJianhua JiangJinv  DingJieling ZhaoXinru Zhou,2024,https://link.springer.com/article/10.1038/s41598-024-76252-w,Article
"Evaluating the understanding of the ethical and moral challenges of Big Data and AI among Jordanian medical students, physicians in training, and senior practitioners: a cross-sectional study",BMC Medical Ethics,,,,10.1186/s12910-024-01008-0,Abdallah Al-AniAbdallah RayyanAhmad MaswadehHala SultanAhmed AlhammouriHadeel AsfourTariq AlrawajihSarah Al SharieFahed Al KarmiAhmed Mahmoud Al-AzzamAsem MansourMaysa Al-Hussaini,2024,https://link.springer.com/article/10.1186/s12910-024-01008-0,Article
A distributed platform for intrusion detection system using data stream mining in a big data environment,Annals of Telecommunications,,,,10.1007/s12243-024-01046-0,Fábio César SchuartzMauro FonsecaAnelise Munaretto,2024,https://link.springer.com/article/10.1007/s12243-024-01046-0,Article
Big Data and Cloud Computing,Lecture Notes in Electrical Engineering,,,,10.1007/978-981-99-1051-9,Neelanarayanan VenkataramanLipo WangXavier FernandoAhmed F. Zobaa,2023,https://link.springer.com/book/10.1007/978-981-99-1051-9,Conference proceedings
Myth 20:&#xa0;Big Data Systems Can’t Protect Individual Privacy,Technology Fears and Scapegoats,,,,10.1007/978-3-031-52349-6_21,Robert D. AtkinsonDavid Moschella,2024,https://link.springer.com/chapter/10.1007/978-3-031-52349-6_21,Chapter
Proposal of Honeypot-Based Data Mining Methods for the Discovery of Intrusions in Big Data Databases,Towards new e-Infrastructure and e-Services for Developing Countries,,,,10.1007/978-3-031-81570-6_21,Koffi KangaBeman Hamidja KamagatéRaogo KaboreSouleymane Oumtanaga,2025,https://link.springer.com/chapter/10.1007/978-3-031-81570-6_21,Conference paper
Valuing Protected Area Tourism Ecosystem Services Using Big Data,Environmental Management,,,,10.1007/s00267-022-01746-0,Adam LochGlen ScholzChristopher AurichtStuart SextonPatrick O’ConnorSarah Imgraben,2022,https://link.springer.com/article/10.1007/s00267-022-01746-0,Article
"Improving nonprofit engagement on social media: Using big data, machine-learning, and sentiment analysis to evaluate leading nonprofits’ message strategies on Twitter/X",International Journal of Information Technology,,,,10.1007/s41870-024-02263-5,Frank E. DardisChristen BuckleyPrasenjit MitraConnor HeatonAnli Xiao,2024,https://link.springer.com/article/10.1007/s41870-024-02263-5,Article
Digitalisierung im Controlling: Big Data und Co.,Controlling,,,,10.1007/978-3-658-43745-9_10,Thorsten Kümper,2024,https://link.springer.com/chapter/10.1007/978-3-658-43745-9_10,Chapter
Web and Big Data. APWeb-WAIM 2024 International Workshops,Communications in Computer and Information Science,,,,10.1007/978-981-96-0055-7,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2025,https://link.springer.com/book/10.1007/978-981-96-0055-7,Conference proceedings
The Risks and Opportunities of Big Data and AI for Bahrain’s Financial Institutions,Sustainable Digital Technology and Ethics in an Ever-Changing Environment,,,,10.1007/978-3-031-86712-5_4,Latifa Mohamed BaderMuneer Al Mubarak,2025,https://link.springer.com/chapter/10.1007/978-3-031-86712-5_4,Chapter
A new Apache Spark-based framework for big data streaming forecasting in IoT networks,The Journal of Supercomputing,,,,10.1007/s11227-023-05100-x,Antonio M. Fernández-GómezDavid Gutiérrez-AvilésAlicia TroncosoFrancisco Martínez-Álvarez,2023,https://link.springer.com/article/10.1007/s11227-023-05100-x,Article
Decentralized big data mining: federated learning for clustering youth tobacco use in India,Journal of Big Data,,,,10.1186/s40537-024-01042-0,Rahul HaripriyaNilay KhareManish PandeySreemoyee Biswas,2024,https://link.springer.com/article/10.1186/s40537-024-01042-0,Article
The Impact of Big Data Applications on Integrated Reporting Quality,New Challenges of the Global Economy for Business Management,,,,10.1007/978-981-96-4116-1_93,Harder Badr AzghayerSallama Ibrahim Ali,2025,https://link.springer.com/chapter/10.1007/978-981-96-4116-1_93,Conference paper
A novel neural network model with distributed evolutionary approach for big data classification,Scientific Reports,,,,10.1038/s41598-023-37540-z,K. HarithaS. ShaileshM. V. JudyK. S. RavichandranRaghunathan KrishankumarAmir H. Gandomi,2023,https://link.springer.com/article/10.1038/s41598-023-37540-z,Article
Investigation of DataViz as a Big Data Visualization Tool,Advances in Intelligent Manufacturing and Service System Informatics,,,,10.1007/978-981-99-6062-0_43,Fehmi SkenderVioleta ManevskaIlija HristoskiNikola Rendevski,2024,https://link.springer.com/chapter/10.1007/978-981-99-6062-0_43,Conference paper
Proceedings of the 6th National Big Data Health Science Conference,BMC Proceedings,,,,10.1186/s12919-025-00328-2,,2025,https://link.springer.com/article/10.1186/s12919-025-00328-2,Article
Digital Transformation: Exploring big data Governance in Public Administration,Public Organization Review,,,,10.1007/s11115-022-00694-x,Alexander Yukhno,2022,https://link.springer.com/article/10.1007/s11115-022-00694-x,Article
"Predicting the spatial demand for public charging stations for EVs using multi-source big data: an example from jinan city, china",Scientific Reports,,,,10.1038/s41598-025-91106-9,Qimeng RenMing Sun,2025,https://link.springer.com/article/10.1038/s41598-025-91106-9,Article
A real-time predicting online tool for detection of people’s emotions from Arabic tweets based on big data platforms,Journal of Big Data,,,,10.1186/s40537-024-01035-z,Naglaa AbdelhadyIbrahim E. ElsemmanTaysir Hassan A. Soliman,2024,https://link.springer.com/article/10.1186/s40537-024-01035-z,Article
Challenges and Issues in Implementing &amp; Operationalising Big Data Analytics Capabilities in a major Australian Railway Organisation: A Case Study,SN Computer Science,,,,10.1007/s42979-024-02953-8,Viken KortianSouvik PalNejhdeh GhevondianNorma Harrison,2024,https://link.springer.com/article/10.1007/s42979-024-02953-8,Article
Big Data Analytics and IoT Security Optimization Research,Proceedings of the 5th International Conference on Big Data Analytics for Cyber-Physical System in Smart City—Volume 2,,,,10.1007/978-981-96-0211-7_11,Fei TanHuiyong Guo,2025,https://link.springer.com/chapter/10.1007/978-981-96-0211-7_11,Conference paper
Product Specification Analysis for Modular Product Design Using Big Sales Data,Chinese Journal of Mechanical Engineering,,,,10.1186/s10033-023-00841-5,Jian ZhangBingbing LiQingjin PengPeihua Gu,2023,https://link.springer.com/article/10.1186/s10033-023-00841-5,Article
A Review of Big Data in Road Freight Transport Modeling: Gaps and Potentials,Data Science for Transportation,,,,10.1007/s42421-023-00065-y,Wasim ShomanSonia YehFrances SpreiJonathan KöhlerPatrick PlötzYancho TodorovSeppo RantalaDaniel Speth,2023,https://link.springer.com/article/10.1007/s42421-023-00065-y,Article
Using Big Data Technology to Improving Navigation Methods for Mobile Robots,Automatic Documentation and Mathematical Linguistics,,,,10.3103/S0005105523020036,D. M. TsapinK. V. Pitelinskiy,2023,https://link.springer.com/article/10.3103/S0005105523020036,Article
Research on the Development Strategy of Smart Tourism Driven by Big Data Platform,New Paradigms in Big Data Technology and Business Analytics,,,,10.1007/978-3-031-96653-8_4,Yuehua BaiYu Yang,2025,https://link.springer.com/chapter/10.1007/978-3-031-96653-8_4,Conference paper
Leveraging Multiprocessing for Enhanced Parallelism in Big Data Engineering for Geotechnical Issues,"Proceedings of the 2nd International Conference on Geotechnical Issues in Energy, Infrastructure and Disaster Management",,,,10.1007/978-981-97-1757-6_51,Kuntal MajumderSoundarya Vijaya Kumar,2025,https://link.springer.com/chapter/10.1007/978-981-97-1757-6_51,Conference paper
A Hybrid Deep Learning Approach for Anomaly Detection in Big Data Environments,"Intersection of Artificial Intelligence, Data Science, and Cutting-Edge Technologies: From Concepts to Applications in Smart Environment",,,,10.1007/978-3-031-90921-4_73,Yousef FarhaouiAhmad El AllaouiFatima AmounasSaid ZianiHamed TaherdoostSerafeim A. Triantafyllou,2025,https://link.springer.com/chapter/10.1007/978-3-031-90921-4_73,Conference paper
Big Data Driven Multimodal Data and Intelligent System Design,Frontier Computing: Volume 2,,,,10.1007/978-981-96-2391-4_33,Deli Gu,2025,https://link.springer.com/chapter/10.1007/978-981-96-2391-4_33,Conference paper
Varieties of Big Data Market and Its Future,Political Economy of Artificial Intelligence,,,,10.1007/978-3-031-62308-0_5,Bhabani Shankar NayakNigel Walton,2024,https://link.springer.com/chapter/10.1007/978-3-031-62308-0_5,Chapter
Big Data-Powered Analytics for Fortifying Virtualized Infrastructure Security in the Cloud,Business Data Analytics,,,,10.1007/978-3-031-80778-7_12,Priyanka KaushikSaurabh Pratap Singh RathoreRachna RathoreShailendra Singh Sikarwar,2025,https://link.springer.com/chapter/10.1007/978-3-031-80778-7_12,Conference paper
Blockchain-Powered Pierarchical CP-ABE Ecological Big Data Sharing and&#xa0;Privacy Protection Scheme,Computer Supported Cooperative Work and Social Computing,,,,10.1007/978-981-96-2376-1_15,Qiaomei GaoWenxu HanRula SaQi AnYi ZhaoJin ZhangMeiju Yu,2025,https://link.springer.com/chapter/10.1007/978-981-96-2376-1_15,Conference paper
Optimization algorithm of power system line loss management using big data analytics,Energy Informatics,,,,10.1186/s42162-024-00434-z,Yang LiDanhong ZhangMing Tang,2024,https://link.springer.com/article/10.1186/s42162-024-00434-z,Article
Spatial-Based Big Data and Large-Scale Network Management,Spatiotemporal Data Analytics and Modeling,,,,10.1007/978-981-99-9651-3_3,R. SheejaS. VanajaAdimoolam MChidambaranathan Bibin,2024,https://link.springer.com/chapter/10.1007/978-981-99-9651-3_3,Chapter
Role of Bioinformatics in Data Mining and Big Data Analysis,Advances in Bioinformatics,,,,10.1007/978-981-99-8401-5_14,Santosh Kumar MishraAvinash SinghKrishna Bihari DubeyPrabir Kumar PaulVijai Singh,2024,https://link.springer.com/chapter/10.1007/978-981-99-8401-5_14,Chapter
A fast and accurate segmentation model of lychee tree canopy from UAV remote sensing image based on big data and deep learning,Journal of Big Data,,,,10.1186/s40537-025-01199-2,Jianhua WangHongyi Xiong,2025,https://link.springer.com/article/10.1186/s40537-025-01199-2,Article
Beyond digital transformation: a multi-mixed methods study on big data analytics capabilities and innovation in enhancing organizational performance,Review of Managerial Science,,,,10.1007/s11846-024-00768-8,Maria Orero-BlatDaniel Palacios-MarquésAntonio Luis Leal-RodríguezAlberto Ferraris,2024,https://link.springer.com/article/10.1007/s11846-024-00768-8,Article
Big data analytics and innovation in e-commerce: current insights and future directions,Journal of Financial Services Marketing,,,,10.1057/s41264-023-00235-7,Ayman Abdalmajeed AlsmadiAhmed ShuhaiberManaf Al-OkailyAnwar Al-GasaymehNajed Alrawashdeh,2023,https://link.springer.com/article/10.1057/s41264-023-00235-7,Article
A decade of research into the application of big data and analytics in higher education: A systematic review of the literature,Education and Information Technologies,,,,10.1007/s10639-023-12033-8,Ana StojanovBen Kei Daniel,2023,https://link.springer.com/article/10.1007/s10639-023-12033-8,Article
A Systematic Literature Review and Future Perspectives for Handling Big Data Analytics in COVID-19 Diagnosis,New Generation Computing,,,,10.1007/s00354-023-00211-8,Nagamani TenaliGatram Rama Mohan Babu,2023,https://link.springer.com/article/10.1007/s00354-023-00211-8,Article
Application of Big Data Technology in E-commerce Data Warehouse,Recent Advancements in Computational Finance and Business Analytics,,,,10.1007/978-3-031-70598-4_37,Yueyue SunYing Liu,2024,https://link.springer.com/chapter/10.1007/978-3-031-70598-4_37,Conference paper
Journalism and Big Data in Scopus: A Systematic Review,Intelligent Strategies for ICT,,,,10.1007/978-981-97-1260-1_3,Gerardo Gonzales-MamaniAdriana Margarita Turriate-GuzmanLuis-Ronaldo Alarcón-LlontopDalia Rosa Bravo-GuevaraYaritza Zarait Fernandez-Saucedo,2024,https://link.springer.com/chapter/10.1007/978-981-97-1260-1_3,Conference paper
Big Data Analysis of Medicinal Plants,Ethnopharmacology and OMICS Advances in Medicinal Plants Volume 2,,,,10.1007/978-981-97-4292-9_16,Acharya BalkrishnaPriyanka YadavPriya YadavAakanksha SainiBrijesh KumarVed Priya Arya,2024,https://link.springer.com/chapter/10.1007/978-981-97-4292-9_16,Chapter
Revisiting acculturation research with big data: the case of the Italian diaspora through the lens of Facebook interests,Quality & Quantity,,,,10.1007/s11135-025-02137-3,Ettore RecchiLorenzo GabrielliDaniela Ghio,2025,https://link.springer.com/article/10.1007/s11135-025-02137-3,Article
Big Data Analytics Security Issues and Solutions in Healthcare,Multi-Strategy Learning Environment,,,,10.1007/978-981-97-1488-9_17,Jhansi Bharathi MadavarapuRadha Krishna YalamanchiliShailaja Salagrama,2024,https://link.springer.com/chapter/10.1007/978-981-97-1488-9_17,Conference paper
Big Data – BigData 2022,Lecture Notes in Computer Science,,,,10.1007/978-3-031-23501-6,Bo HuYunni XiaYiwen ZhangLiang-Jie Zhang,2022,https://link.springer.com/book/10.1007/978-3-031-23501-6,Conference proceedings
Forecasting E-Market Sales Performance: Use of Big Data Analytics,Information Systems for Intelligent Systems,,,,10.1007/978-981-96-1747-0_10,N. K. JoshiRitu MathurPrabhaAryaVijay Singh RathoreSapna Dadwal,2025,https://link.springer.com/chapter/10.1007/978-981-96-1747-0_10,Conference paper
Big Data-Driven Intelligence Healthcare Framework for Smart Citizen,Innovative Computing and Communications,,,,10.1007/978-981-97-3591-4_7,Sanat JainGarima JainHarshlata VishwakarmaAjay Kumar PhulreJitendra Pratap Singh MathurChour Singh Rajpoot,2024,https://link.springer.com/chapter/10.1007/978-981-97-3591-4_7,Conference paper
Evaluation on network optimization model of low-carbon multi-level supply chain based on big data algorithm evaluation,"Environment, Development and Sustainability",,,,10.1007/s10668-024-05087-2,Feng YuYingjie ZhouYafei Xu,2024,https://link.springer.com/article/10.1007/s10668-024-05087-2,Article
Superior Parallel Big Data Clustering Through Competitive Stochastic Sample Size Optimization in&#xa0;Big-Means,Intelligent Information and Database Systems,,,,10.1007/978-981-97-4985-0_18,Rustam MussabayevRavil Mussabayev,2024,https://link.springer.com/chapter/10.1007/978-981-97-4985-0_18,Conference paper
Fitting Big Data Using Structural Measurement Error Model,Mathematical Analysis and Numerical Methods,,,,10.1007/978-981-97-4876-1_30,Saja AlzubaiAmjad D. Al-Nasser,2024,https://link.springer.com/chapter/10.1007/978-981-97-4876-1_30,Conference paper
Practical Sequential Big Data Strategies for Interval and Point Estimation Problems Involving Complicated UMVUEs of Parametric Functions from an Exponential Family,Journal of Statistical Theory and Practice,,,,10.1007/s42519-024-00424-0,Nitis MukhopadhyayBoyi Zhang,2025,https://link.springer.com/article/10.1007/s42519-024-00424-0,Article
Big Data Analytics-based life cycle sustainability assessment for sustainable manufacturing enterprises evaluation,Journal of Big Data,,,,10.1186/s40537-023-00848-8,Lahcen TamymLyes BenyoucefAhmed Nait Sidi MohMoulay Driss El Ouadghiri,2023,https://link.springer.com/article/10.1186/s40537-023-00848-8,Article
Data science and big data analytics: a systematic review of methodologies used in the supply chain and logistics research,Annals of Operations Research,,,,10.1007/s10479-023-05390-7,Hamed JahaniRicha JainDmitry Ivanov,2023,https://link.springer.com/article/10.1007/s10479-023-05390-7,Article
Smart library access flow prediction method oriented to big data and embedded web system,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-02144-3,Borui Zhao,2023,https://link.springer.com/article/10.1007/s13198-023-02144-3,Article
Big Data Challenges in the Supply Chain Management: Perspective from Data Envelopment Analysis,Advances in Computing and Information,,,,10.1007/978-981-99-7622-5_30,Saurabh Anil PotePrayag GokhalePraveen M. Kulkarni,2024,https://link.springer.com/chapter/10.1007/978-981-99-7622-5_30,Conference paper
A Knowledge-Enhanced Modular Method for Predicting Electric Vehicle Remaining Driving Range under Cold Conditions Utilizing Cloud-Based Big Data,Automotive Innovation,,,,10.1007/s42154-025-00392-6,Yunfeng HuHong LiuYao SunXun GongFengxin ZhaoZhen ChengChong ZhangKe Xu,2025,https://link.springer.com/article/10.1007/s42154-025-00392-6,Article
Human Geography in the Era of Big Data and AI,GeoAI and Human Geography,,,,10.1007/978-3-031-87421-5_1,Jonathan CorcoranSiqin WangXiao Huang,2025,https://link.springer.com/chapter/10.1007/978-3-031-87421-5_1,Chapter
Big Data in Ecuadorian Universities,Communication and Applied Technologies,,,,10.1007/978-981-19-6347-6_41,K. Y. Paucar-CarriónI. Aguaded-GómezA. Suing,2023,https://link.springer.com/chapter/10.1007/978-981-19-6347-6_41,Conference paper
Big data in basic and translational cancer research,Nature Reviews Cancer,,,,10.1038/s41568-022-00502-0,Peng JiangSanju SinhaKenneth AldapeSridhar HannenhalliCenk SahinalpEytan Ruppin,2022,https://link.springer.com/article/10.1038/s41568-022-00502-0,Article
Accounting in the Digital Era: Does Big Data Add Value?,"Sustainable Horizons for Business, Education, and Technology",,,,10.1007/978-981-97-2981-4_15,Sajead Mowafaq AlshdaifatNoor Hidayah Ab AzizFatima Al Qadi,2024,https://link.springer.com/chapter/10.1007/978-981-97-2981-4_15,Chapter
Introduction to Big Data Analytics,"Towards the Integration of IoT, Cloud and Big Data",,,,10.1007/978-981-99-6034-7_1,Nitin AroraAnupam SinghVivek ShahareGoutam Datta,2023,https://link.springer.com/chapter/10.1007/978-981-99-6034-7_1,Chapter
"Applied Computational Intelligence, Informatics and Big Data","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",,,,10.1007/978-3-031-91853-7,Gwanggil JeonXiangjie Kong,2025,https://link.springer.com/book/10.1007/978-3-031-91853-7,Conference proceedings
Building a Big Data Architecture,Modern Data Architecture on Azure,,,,10.1007/978-1-4842-9760-5_3,Sagar Lad,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9760-5_3,Chapter
Storage Contract Scheme for Wind Energy Big Data Based on Ethereum,Blockchain Technology and Application,,,,10.1007/978-981-96-6243-2_1,Li-Hua ZhangJia-Yi BaiYi YangWen-Biao WangJia-Li Luo,2025,https://link.springer.com/chapter/10.1007/978-981-96-6243-2_1,Conference paper
Big Data in Electric Power Engineering,Research and Developments in Electrical Power Engineering,,,,10.1007/978-3-031-97333-8_34,Ardian HyseniJaroslav Petráš,2025,https://link.springer.com/chapter/10.1007/978-3-031-97333-8_34,Conference paper
Fine-scale population spatialization data of China in 2018 based on real location-based big data,Scientific Data,,,,10.1038/s41597-022-01740-5,Mingxing ChenYue XianYaohuan HuangXiaoping ZhangMaogui HuShasha GuoLiangkan ChenLongwu Liang,2022,https://link.springer.com/article/10.1038/s41597-022-01740-5,Article
Analysis of the feasibility and advantages of using big data technology for English translation,Soft Computing,,,,10.1007/s00500-023-07857-y,Jing Hu,2023,https://link.springer.com/article/10.1007/s00500-023-07857-y,Article
Unravelling complex biology through big data and AI,Nature Research Custom,,,,10.1038/d42473-023-00211-8,,2023,https://www.nature.com/articles/d42473-023-00211-8,Article
Integrating Data Quality in&#xa0;Industrial Big Data Architectures: An&#xa0;Action Design Research Study,Software Architecture,,,,10.1007/978-3-031-70797-1_1,Ipek UstunboyaciogluIndika KumaraDario Di NucciDamian Andrew TamburriWillem-Jan van den Heuvel,2024,https://link.springer.com/chapter/10.1007/978-3-031-70797-1_1,Conference paper
Finding pediatric thromboembolism: needles in a big data haystack,Pediatric Research,,,,10.1038/s41390-024-03186-4,Katrina BlankenhornWilliam Beau Mitchell,2024,https://link.springer.com/article/10.1038/s41390-024-03186-4,Article
Practice of Smart Education Teaching Evaluation: Big Data Empowerment Evaluation,Leading Smart Education,,,,10.1007/978-981-97-8148-5_58,Ying HuJingwen PanMengyu Liu,2025,https://link.springer.com/chapter/10.1007/978-981-97-8148-5_58,Chapter
The Implication of Cyberattacks on Big Data and How to Mitigate the Risk,Information Systems Engineering and Management,,,,10.1007/978-3-031-88570-9,Fadele Ayotunde AlabaAlvaro Rocha,2025,https://link.springer.com/book/10.1007/978-3-031-88570-9,Book
"Analyzing the feature extraction of football player’s offense action using machine vision, big data, and internet of things",Soft Computing,,,,10.1007/s00500-023-08735-3,Jing WangBaiqing Liu,2023,https://link.springer.com/article/10.1007/s00500-023-08735-3,Article
Big Data in cardiac surgery: real world and perspectives,Journal of Cardiothoracic Surgery,,,,10.1186/s13019-022-02025-z,Andrea MontisciVittorio PalmieriMaria Teresa VietriSilvia SalaCiro MaielloFrancesco DonatelliClaudio Napoli,2022,https://link.springer.com/article/10.1186/s13019-022-02025-z,Article
Fuzzy Logic-Driven Privacy-Preserving Big Data Analytics: Enhancing Intelligent Information Systems,Intelligent and Fuzzy Systems,,,,10.1007/978-3-031-97992-7_37,Rahib ImamguluyevTunzala ImanovaParvana HasanovaUlviyya PoladovaGunel Azizova,2025,https://link.springer.com/chapter/10.1007/978-3-031-97992-7_37,Conference paper
The Importance of Big Data and IoT in Smart Cities,Intelligent Sustainable Systems,,,,10.1007/978-981-99-7569-3_29,Jorge Duque,2024,https://link.springer.com/chapter/10.1007/978-981-99-7569-3_29,Conference paper
Exploring the role of big data analytics and dynamic capabilities in ESG programs within pharmaceuticals,Software Quality Journal,,,,10.1007/s11219-024-09666-4,Antonio PesqueiraMaria José Sousa,2024,https://link.springer.com/article/10.1007/s11219-024-09666-4,Article
Big data drives Japan’s pandemic response strategies,Nature Research Custom,,,,10.1038/d42473-023-00185-7,,2023,https://www.nature.com/articles/d42473-023-00185-7,Article
Veracity Assessment of Big Data,Advances in IoT and Security with Computational Intelligence,,,,10.1007/978-981-99-5088-1_26,VikashT. V. Vijay Kumar,2023,https://link.springer.com/chapter/10.1007/978-981-99-5088-1_26,Conference paper
"Analysis of aerial images for identification of houses using big data, UAV photography and neural network",Soft Computing,,,,10.1007/s00500-023-08967-3,Jia LiWenzhang Sun,2023,https://link.springer.com/article/10.1007/s00500-023-08967-3,Article
Comparison and Linguistic of Cross-Language English Corpus Driven by Big Data,"Innovative Computing 2025, Volume 2",,,,10.1007/978-981-96-8003-0_1,Jian Zhou,2025,https://link.springer.com/chapter/10.1007/978-981-96-8003-0_1,Conference paper
A comparative study on sustainable development of online education platforms at home and abroad since the twenty-first century based on big data analysis,Education and Information Technologies,,,,10.1007/s10639-025-13400-3,Deming LiWei Xing,2025,https://link.springer.com/article/10.1007/s10639-025-13400-3,Article
How Should “Big Data” Change the Educational Process in Russian and Chinese Universities?,International Conference on Innovative Approaches to the Application of Digital Technologies in Education and Research,,,,10.1007/978-3-031-78776-8_35,Liubov RulienePeng Lin,2025,https://link.springer.com/chapter/10.1007/978-3-031-78776-8_35,Conference paper
A bidirectional-a-star-based ant colony optimization algorithm for big-data-driven taxi route recommendation,Multimedia Tools and Applications,,,,10.1007/s11042-023-15498-4,Dawen XiaBingqi ShenYongling ZhengWenyong ZhangDewei BaiYang HuHuaqing Li,2023,https://link.springer.com/article/10.1007/s11042-023-15498-4,Article
Analysis of Data Security Management Based on Neural Network and Text Mining Under the Background of Big Data,Proceedings of the 5th International Conference on Big Data Analytics for Cyber-Physical System in Smart City—Volume 1,,,,10.1007/978-981-96-0208-7_61,Yiwen Hu,2025,https://link.springer.com/chapter/10.1007/978-981-96-0208-7_61,Conference paper
Using Big Data Analytics and Business Intelligence for Flight Delay Prediction,Proceedings of Fourth International Conference on Computing and Communication Networks,,,,10.1007/978-981-96-3250-3_11,Mona Hassan AsiriAbdullah S. A. L.-Malaise AL-GhamdiAyman G. FayoumiMahmoud Ragab,2025,https://link.springer.com/chapter/10.1007/978-981-96-3250-3_11,Conference paper
Construction and Application of Intelligent English Teaching Mode Based on Big Data,New Paradigm in Digital Classroom and Smart Learning,,,,10.1007/978-3-031-98607-9_19,Huan Jiang,2025,https://link.springer.com/chapter/10.1007/978-3-031-98607-9_19,Conference paper
Fuzzy optimized V-detector algorithm on Apache Spark for class imbalance issue of intrusion detection in big data,Neural Computing and Applications,,,,10.1007/s00521-023-08783-8,Ahlam KouridSalim ChikhiDiego Reforgiato Recupero,2023,https://link.springer.com/article/10.1007/s00521-023-08783-8,Article
Support vector machine in big data: smoothing strategy and adaptive distributed inference,Statistics and Computing,,,,10.1007/s11222-024-10506-5,Kangning WangJin LiuXiaofei Sun,2024,https://link.springer.com/article/10.1007/s11222-024-10506-5,Article
Microfounding Urban Big Data Infrastructure Through Multiplex Networks,Digital (Eco) Systems and Societal Challenges,,,,10.1007/978-3-031-75586-6_13,Edgardo BucciarelliAlessia RegnicoliAurora Ascatigno,2024,https://link.springer.com/chapter/10.1007/978-3-031-75586-6_13,Chapter
Big data security and privacy protection model based on image encryption algorithm,Soft Computing,,,,10.1007/s00500-023-08548-4,Binjie HuaZhe WangJunying MengHaiYan XiRuiLi Qi,2023,https://link.springer.com/article/10.1007/s00500-023-08548-4,Article
Performance Evaluation of Data-driven Intelligent Algorithms for Big data Ecosystem,Wireless Personal Communications,,,,10.1007/s11277-021-09362-7,Muhammad JunaidSajid AliIsma Farah SiddiquiChoonsung NamNawab Muhammad Faseeh QureshiJaehyoun KimDong Ryeol Shin,2022,https://link.springer.com/article/10.1007/s11277-021-09362-7,Article
The evolution mechanism of social emotions during the Covid-19 pandemic: an analysis based on big data from Twitter and GDELT,The Journal of Chinese Sociology,,,,10.1186/s40711-024-00227-7,Gong WeigangZhu MengChen Hao,2024,https://link.springer.com/article/10.1186/s40711-024-00227-7,Article
Remote Sensing Big Data Management,Remote Sensing Big Data,,,,10.1007/978-3-031-33932-5_6,Liping DiEugene Yu,2023,https://link.springer.com/chapter/10.1007/978-3-031-33932-5_6,Chapter
The Role of Big Data in Transforming Communities and Shaping the Future,Technology for Societal Transformation,,,,10.1007/978-981-96-1721-0_12,Amelia Ritahani IsmailZuraini Zainol,2025,https://link.springer.com/chapter/10.1007/978-981-96-1721-0_12,Chapter
"Real-World Applications of Data Analytics, Big Data, and Machine Learning",Data Analytics and Machine Learning,,,,10.1007/978-981-97-0448-4_12,Prince Shiva ChaudharyMohit R. KhuranaMukund Ayalasomayajula,2024,https://link.springer.com/chapter/10.1007/978-981-97-0448-4_12,Chapter
